3576022	Saint John’s	AG	17.11717	-61.84573	America/Antigua
3653295	Pedro Carbo	EC	-1.81563	-80.23309	America/Guayaquil
3653403	Pasaje	EC	-3.32561	-79.80697	America/Guayaquil
3653693	Otavalo	EC	0.23141	-78.25978	America/Guayaquil
3653873	Naranjito	EC	-2.16671	-79.4654	America/Guayaquil
3653882	Naranjal	EC	-2.67364	-79.6183	America/Guayaquil
3654055	Montecristi	EC	-1.04576	-80.65889	America/Guayaquil
3654064	Montalvo	EC	-1.79008	-79.28759	America/Guayaquil
3654410	Manta	EC	-0.96212	-80.71271	America/Guayaquil
3654533	Machala	EC	-3.25861	-79.96053	America/Guayaquil
3654536	Machachi	EC	-0.51011	-78.56712	America/Guayaquil
3654541	Macas	EC	-2.30868	-78.11135	America/Guayaquil
3654667	Loja	EC	-3.99313	-79.20422	America/Guayaquil
3654853	La Troncal	EC	-2.42355	-79.33977	America/Guayaquil
3654870	Latacunga	EC	-0.93521	-78.61554	America/Guayaquil
3655117	La Maná	EC	-0.94094	-79.22506	America/Guayaquil
3655131	La Libertad	EC	-2.233	-80.91039	America/Guayaquil
3655185	Nueva Loja	EC	0.086	-76.89528	America/Guayaquil
3655446	Jipijapa	EC	-1.34872	-80.57875	America/Guayaquil
3655673	Ibarra	EC	0.35171	-78.12233	America/Guayaquil
3655720	Huaquillas	EC	-3.47523	-80.23084	America/Guayaquil
3657509	Guayaquil	EC	-2.20584	-79.90795	America/Guayaquil
3657571	Guaranda	EC	-1.59263	-79.00098	America/Guayaquil
3657670	Gualaceo	EC	-2.89264	-78.77814	America/Guayaquil
3657990	Esmeraldas	EC	0.9592	-79.65397	America/Guayaquil
3658053	El Triunfo	EC	-1.93333	-79.96667	America/Guayaquil
3658192	Eloy Alfaro	EC	-2.17579	-79.85519	America/Guayaquil
3658666	Cuenca	EC	-2.90055	-79.00453	America/Guayaquil
3659139	Chone	EC	-0.69819	-80.09361	America/Guayaquil
3659578	Cayambe	EC	0.04084	-78.14524	America/Guayaquil
3659599	Catamayo	EC	-3.98652	-79.35912	America/Guayaquil
3659711	Cariamanga	EC	-4.32796	-79.55554	America/Guayaquil
3659926	Calceta	EC	-0.84582	-80.16389	America/Guayaquil
3660152	Boca Suno	EC	-0.69832	-77.14083	America/Guayaquil
3660361	Balzar	EC	-1.36501	-79.90494	America/Guayaquil
3660401	Bahía de Caráquez	EC	-0.59792	-80.42367	America/Guayaquil
3660418	Babahoyo	EC	-1.80217	-79.53443	America/Guayaquil
3660434	Azogues	EC	-2.73969	-78.8486	America/Guayaquil
3660478	Atuntaqui	EC	0.33247	-78.21371	America/Guayaquil
3660689	Ambato	EC	-1.24908	-78.61675	America/Guayaquil
3579925	Saint George's	GD	12.05644	-61.74849	America/Grenada
3380387	Saint-Laurent-du-Maroni	GF	5.5	-54.03333	America/Cayenne
3380892	Rémire-Montjoly	GF	4.91667	-52.26667	America/Cayenne
3380965	Matoury	GF	4.847	-52.32156	America/Cayenne
3381303	Kourou	GF	5.15518	-52.64779	America/Cayenne
3382160	Cayenne	GF	4.93333	-52.33333	America/Cayenne
3421319	Nuuk	GL	64.18347	-51.72157	America/Godthab
3578447	Sainte-Rose	GP	16.33238	-61.69793	America/Guadeloupe
3578466	Sainte-Anne	GP	16.22636	-61.37919	America/Guadeloupe
3578599	Pointe-à-Pitre	GP	16.24125	-61.53614	America/Guadeloupe
3578682	Petit-Bourg	GP	16.19135	-61.59159	America/Guadeloupe
3578959	Les Abymes	GP	16.27095	-61.50451	America/Guadeloupe
3578967	Le Moule	GP	16.33315	-61.34728	America/Guadeloupe
3578978	Le Gosier	GP	16.20685	-61.49329	America/Guadeloupe
3579585	Capesterre-Belle-Eau	GP	16.04322	-61.56596	America/Guadeloupe
3579732	Basse-Terre	GP	15.99854	-61.72548	America/Guadeloupe
3579767	Baie-Mahault	GP	16.26738	-61.58543	America/Guadeloupe
3587587	Zacapa	GT	14.97222	-89.53056	America/Guatemala
3587902	Villa Nueva	GT	14.52694	-90.5875	America/Guatemala
3587923	Villa Canales	GT	14.48139	-90.53167	America/Guatemala
3588258	Totonicapán	GT	14.91167	-91.36111	America/Guatemala
3588476	Tecpán Guatemala	GT	14.76694	-90.99417	America/Guatemala
3588653	Sumpango	GT	14.64639	-90.73389	America/Guatemala
3588698	Sololá	GT	14.77222	-91.18333	America/Guatemala
3589101	Santiago Sacatepéquez	GT	14.63528	-90.67639	America/Guatemala
3589105	Santiago Atitlán	GT	14.63823	-91.22901	America/Guatemala
3589253	Santa María de Jesús	GT	14.51833	-90.72667	America/Guatemala
3589289	Santa Lucía Cotzumalguapa	GT	14.33333	-91.01667	America/Guatemala
3589404	Santa Cruz del Quiché	GT	15.03056	-91.14889	America/Guatemala
3589452	Santa Catarina Pinula	GT	14.56889	-90.49528	America/Guatemala
3589626	San Pedro Sacatepéquez	GT	14.96667	-91.76667	America/Guatemala
3589646	San Pedro Ayampuc	GT	14.78667	-90.45111	America/Guatemala
3589671	San Pablo Jocopilas	GT	14.58333	-91.45	America/Guatemala
3589805	San Marcos	GT	14.96389	-91.79444	America/Guatemala
3589852	San Lucas Sacatepéquez	GT	14.60972	-90.65694	America/Guatemala
3589885	San Juan Sacatepéquez	GT	14.71889	-90.64417	America/Guatemala
3589977	San José Pinula	GT	14.54611	-90.41139	America/Guatemala
3590219	San Francisco El Alto	GT	14.95	-91.45	America/Guatemala
3590316	San Cristóbal Verapaz	GT	15.39632	-90.56513	America/Guatemala
3590389	San Benito	GT	16.91321	-89.90868	America/Guatemala
3590406	Sanarate	GT	14.795	-90.19222	America/Guatemala
3590529	San Andrés Itzapa	GT	14.62	-90.84417	America/Guatemala
3590616	Salamá	GT	15.10278	-90.31806	America/Guatemala
3590858	Retalhuleu	GT	14.53611	-91.67778	America/Guatemala
3590979	Quetzaltenango	GT	14.83472	-91.51806	America/Guatemala
3591060	Puerto San José	GT	13.9274	-90.82166	America/Guatemala
3591062	Puerto Barrios	GT	15.72778	-88.59444	America/Guatemala
3591093	Tiquisate	GT	14.28356	-91.36063	America/Guatemala
3591181	Poptún	GT	16.33111	-89.41694	America/Guatemala
3591415	Petapa	GT	14.50278	-90.55167	America/Guatemala
3591512	Patzún	GT	14.68333	-91.01667	America/Guatemala
3591523	Patzicía	GT	14.63167	-90.92694	America/Guatemala
3591676	Panzós	GT	15.4	-89.66667	America/Guatemala
3591833	Palín	GT	14.40556	-90.69833	America/Guatemala
3591851	Palencia	GT	14.66472	-90.35861	America/Guatemala
3591997	Ostuncalco	GT	14.86667	-91.61667	America/Guatemala
3592105	Nuevo San Carlos	GT	14.6	-91.7	America/Guatemala
3592237	Nebaj	GT	15.40583	-91.14611	America/Guatemala
3592286	Nahualá	GT	14.85	-91.31667	America/Guatemala
3592362	Morales	GT	15.48333	-88.81667	America/Guatemala
3592483	Momostenango	GT	15.04361	-91.40861	America/Guatemala
3592519	Mixco	GT	14.63333	-90.60639	America/Guatemala
3592609	Mazatenango	GT	14.53417	-91.50333	America/Guatemala
3594575	La Gomera	GT	14.08333	-91.05	America/Guatemala
3594703	La Esperanza	GT	14.86667	-91.56667	America/Guatemala
3595069	Jutiapa	GT	14.29167	-89.89583	America/Guatemala
3595171	Jocotenango	GT	14.58194	-90.74361	America/Guatemala
3595237	Jalapa	GT	14.63472	-89.98889	America/Guatemala
3595248	Jacaltenango	GT	15.66667	-91.73333	America/Guatemala
3595416	Huehuetenango	GT	15.31972	-91.47083	America/Guatemala
3595560	Gualán	GT	15.11952	-89.35721	America/Guatemala
3595714	Fraijanes	GT	14.46528	-90.44083	America/Guatemala
3595725	Flores	GT	16.92258	-89.89941	America/Guatemala
3595783	Esquipulas	GT	14.56667	-89.35	America/Guatemala
3595803	Escuintla	GT	14.305	-90.785	America/Guatemala
3596041	El Tejar	GT	14.64778	-90.79278	America/Guatemala
3596644	El Palmar	GT	14.65	-91.58333	America/Guatemala
3597078	El Estor	GT	15.53333	-89.35	America/Guatemala
3597804	Cuilapa	GT	14.27639	-90.29889	America/Guatemala
3598025	Comitancillo	GT	15.08333	-91.71667	America/Guatemala
3598034	Comalapa	GT	14.74111	-90.8875	America/Guatemala
3598073	Colomba	GT	14.71667	-91.73333	America/Guatemala
3598119	Cobán	GT	15.47083	-90.37083	America/Guatemala
3598122	Coatepeque	GT	14.7	-91.86667	America/Guatemala
3598128	Ciudad Vieja	GT	14.52639	-90.75972	America/Guatemala
3598132	Guatemala City	GT	14.64072	-90.51327	America/Guatemala
3598415	Chisec	GT	15.81667	-90.28333	America/Guatemala
3598465	Chiquimula	GT	14.8	-89.54583	America/Guatemala
3598529	Chinautla	GT	14.70833	-90.49944	America/Guatemala
3598572	Chimaltenango	GT	14.66111	-90.81944	America/Guatemala
3598655	Chichicastenango	GT	14.93333	-91.11667	America/Guatemala
3598678	Chicacao	GT	14.53333	-91.31667	America/Guatemala
3599069	Cantel	GT	14.81667	-91.45	America/Guatemala
3599582	Barberena	GT	14.30944	-90.36111	America/Guatemala
3599639	Asunción Mita	GT	14.33083	-89.71083	America/Guatemala
3599699	Antigua Guatemala	GT	14.56111	-90.73444	America/Guatemala
3599735	Amatitlán	GT	14.4875	-90.61528	America/Guatemala
3599788	Alotenango	GT	14.48028	-90.8075	America/Guatemala
3376762	New Amsterdam	GY	6.24793	-57.5171	America/Guyana
3377408	Linden	GY	6.00809	-58.30714	America/Guyana
3378644	Georgetown	GY	6.80448	-58.15527	America/Guyana
3600026	Puerto Cortez	HN	15.82562	-87.92968	America/Tegucigalpa
3600195	Yoro	HN	15.1375	-87.12778	America/Tegucigalpa
3600327	Villanueva	HN	15.31667	-88	America/Tegucigalpa
3600704	Tocoa	HN	15.68333	-86	America/Tegucigalpa
3600931	Tela	HN	15.77425	-87.46731	America/Tegucigalpa
3600949	Tegucigalpa	HN	14.0818	-87.20681	America/Tegucigalpa
3601311	Siguatepeque	HN	14.6	-87.83333	America/Tegucigalpa
3601494	Santa Rosa de Copán	HN	14.76667	-88.77917	America/Tegucigalpa
3601691	Santa Bárbara	HN	14.91944	-88.23611	America/Tegucigalpa
3601782	San Pedro Sula	HN	15.50417	-88.025	America/Tegucigalpa
3601977	San Lorenzo	HN	13.42417	-87.44722	America/Tegucigalpa
3603330	Potrerillos	HN	15.23333	-87.96667	America/Tegucigalpa
3604251	Olanchito	HN	15.48131	-86.57415	America/Tegucigalpa
3607254	La Paz	HN	14.31944	-87.67917	America/Tegucigalpa
3607511	La Lima	HN	15.43333	-87.91667	America/Tegucigalpa
3608248	La Ceiba	HN	15.75971	-86.78221	America/Tegucigalpa
3608503	Juticalpa	HN	14.66667	-86.21944	America/Tegucigalpa
3610613	El Progreso	HN	15.4	-87.8	America/Tegucigalpa
3610965	El Paraíso	HN	13.86667	-86.55	America/Tegucigalpa
3612907	Danlí	HN	14.03333	-86.58333	America/Tegucigalpa
3613321	Comayagua	HN	14.45139	-87.6375	America/Tegucigalpa
3613394	Cofradía	HN	15.4	-88.15	America/Tegucigalpa
3613528	Ciudad Choluteca	HN	13.30028	-87.19083	America/Tegucigalpa
3613533	Choloma	HN	15.61444	-87.95302	America/Tegucigalpa
3716044	Verrettes	HT	19.05043	-72.46172	America/Port-au-Prince
3716667	Thomazeau	HT	18.65094	-72.09191	America/Port-au-Prince
3717546	Saint-Raphaël	HT	19.43799	-72.19794	America/Port-au-Prince
3717588	Saint-Marc	HT	19.10819	-72.69379	America/Port-au-Prince
3718420	Port-de-Paix	HT	19.9389	-72.83257	America/Port-au-Prince
3718426	Port-au-Prince	HT	18.53917	-72.335	America/Port-au-Prince
3718962	Tigwav	HT	18.42939	-72.86297	America/Port-au-Prince
3719028	Pétionville	HT	18.5125	-72.28528	America/Port-au-Prince
3720824	Miragoâne	HT	18.44232	-73.08758	America/Port-au-Prince
3722124	Lenbe	HT	19.70409	-72.40027	America/Port-au-Prince
3722286	Léogâne	HT	18.50959	-72.63147	America/Port-au-Prince
3723440	Kenscoff	HT	18.44773	-72.28485	America/Port-au-Prince
3723593	Jérémie	HT	18.65	-74.11667	America/Port-au-Prince
3723779	Jacmel	HT	18.23427	-72.53539	America/Port-au-Prince
3723841	Hinche	HT	19.15	-72.01667	America/Port-au-Prince
3724233	Gressier	HT	18.55	-72.51667	America/Port-au-Prince
3724337	Grangwav	HT	18.4262	-72.76653	America/Port-au-Prince
3724696	Gonayiv	HT	19.44749	-72.68903	America/Port-au-Prince
3725276	Fond Parisien	HT	18.50583	-71.97667	America/Port-au-Prince
3726674	Désarmes	HT	18.9916	-72.38528	America/Port-au-Prince
3726786	Delmas 73	HT	18.54472	-72.30278	America/Port-au-Prince
3727135	Croix des Bouquets	HT	18.57512	-72.22302	America/Port-au-Prince
3728097	Les Cayes	HT	18.19331	-73.74601	America/Port-au-Prince
3728338	Carrefour	HT	18.54114	-72.39922	America/Port-au-Prince
3728474	Okap	HT	19.75938	-72.19815	America/Port-au-Prince
3740016	Ti Port-de-Paix	HT	19.93333	-72.83333	America/Port-au-Prince
3488465	Spanish Town	JM	17.99107	-76.95742	America/Jamaica
3488613	Savanna-la-Mar	JM	18.21895	-78.1332	America/Jamaica
3488981	Portmore	JM	17.95032	-76.88215	America/Jamaica
3489227	Old Harbour	JM	17.94144	-77.10898	America/Jamaica
3489297	New Kingston	JM	18.00747	-76.78319	America/Jamaica
3489460	Montego Bay	JM	18.47116	-77.91883	America/Jamaica
3489523	May Pen	JM	17.96454	-77.24515	America/Jamaica
3489577	Mandeville	JM	18.04168	-77.50714	America/Jamaica
3489760	Linstead	JM	18.13683	-77.03171	America/Jamaica
3489854	Kingston	JM	17.99702	-76.79358	America/Jamaica
3490165	Half Way Tree	JM	18.01248	-76.79928	America/Jamaica
3575551	Basseterre	KN	17.29484	-62.7261	America/St_Kitts
3580661	George Town	KY	19.2866	-81.37436	America/Cayman
3576812	Castries	LC	13.9957	-61.00614	America/St_Lucia
3578851	Marigot	MF	18.06667	-63.08333	America/Marigot
3569915	Saint-Joseph	MQ	14.67099	-61.03905	America/Martinique
3569926	Sainte-Marie	MQ	14.78392	-60.99274	America/Martinique
3570166	Petite Rivière Salée	MQ	14.75	-60.96667	America/Martinique
3570412	Le Robert	MQ	14.67751	-60.94228	America/Martinique
3570428	Le Lamentin	MQ	14.608	-61.00933	America/Martinique
3570429	Le François	MQ	14.61557	-60.90308	America/Martinique
3570446	La Trinité	MQ	14.73758	-60.96286	America/Martinique
3570675	Fort-de-France	MQ	14.60892	-61.07334	America/Martinique
3570785	Ducos	MQ	14.57529	-60.97453	America/Martinique
3578069	Plymouth	MS	16.70555	-62.21292	America/Montserrat
7266440	Brades	MS	16.79183	-62.21058	America/Montserrat
3482969	Gustavo A. Madero	MX	22.8694	-98.75886	America/Monterrey
3483197	San Fernando	MX	24.84749	-98.14828	America/Monterrey
3513966	Zumpango	MX	19.7967	-99.09946	America/Mexico_City
3513967	Zumpango del Río	MX	17.65319	-99.52607	America/Mexico_City
3514134	Zacualtipán	MX	20.65002	-98.65628	America/Mexico_City
3514148	Zacatlán	MX	19.93372	-97.96119	America/Mexico_City
3514163	Zacatepec	MX	18.65388	-99.19054	America/Mexico_City
3514278	Yecapixtla	MX	18.88333	-98.865	America/Mexico_City
3514321	Yautepec	MX	18.88188	-99.06715	America/Mexico_City
3514398	Xoxocotla	MX	18.68502	-99.24608	America/Mexico_City
3514409	Xonacatlán	MX	19.40513	-99.52807	America/Mexico_City
3514437	Xochitepec	MX	18.78121	-99.23055	America/Mexico_City
3514450	Xochimilco	MX	19.25785	-99.10513	America/Mexico_City
3514510	Xicotepec de Juárez	MX	20.27605	-97.96111	America/Mexico_City
3514518	Xico	MX	19.42178	-97.00819	America/Mexico_City
3514519	San Miguel Xico Viejo	MX	19.27022	-98.93588	America/Mexico_City
3514663	Álvaro Obregón	MX	19.35867	-99.20329	America/Mexico_City
3514670	Villahermosa	MX	17.98689	-92.93028	America/Mexico_City
3514674	Gustavo A. Madero	MX	19.49016	-99.10978	America/Mexico_City
3514683	Villa Cuauhtémoc Otzolotepec	MX	19.41676	-99.55872	America/Mexico_City
3514783	Veracruz	MX	19.18095	-96.1429	America/Mexico_City
3514785	Venustiano Carranza	MX	16.33945	-92.56293	America/Mexico_City
3514868	Valle Hermoso	MX	25.6718	-97.81181	America/Monterrey
3514876	Valladolid	MX	20.68812	-88.19936	America/Merida
3514929	Uman	MX	20.88213	-89.74649	America/Merida
3515001	Tuxtla Gutiérrez	MX	16.75973	-93.11308	America/Mexico_City
3515011	Tuxpan de Rodríguez Cano	MX	20.95773	-97.40798	America/Mexico_City
3515042	Tultitlán	MX	19.64756	-99.16796	America/Mexico_City
3515044	Tultepec	MX	19.685	-99.12806	America/Mexico_City
3515062	Tulancingo	MX	20.08363	-98.36332	America/Mexico_City
3515064	Tula de Allende	MX	20.05161	-99.34397	America/Mexico_City
3515302	Toluca	MX	19.28786	-99.65324	America/Mexico_City
3515358	Tlazcalancingo	MX	19.02863	-98.28334	America/Mexico_City
3515373	Tlaquiltenango	MX	18.63693	-99.16208	America/Mexico_City
3515384	Tlapa de Comonfort	MX	17.54042	-98.57952	America/Mexico_City
3515386	Tlapacoyan	MX	19.96268	-97.21141	America/Mexico_City
3515428	Tlalpan	MX	19.29707	-99.16787	America/Mexico_City
3515431	Tlalnepantla	MX	19.54005	-99.19538	America/Mexico_City
3515463	Tlahuac	MX	19.28348	-99.00317	America/Mexico_City
3515504	Tizimín	MX	21.14284	-88.15119	America/Merida
3515505	Tizayuca	MX	19.83721	-98.97607	America/Mexico_City
3515510	Tixtla de Guerrero	MX	17.56732	-99.39799	America/Mexico_City
3515665	Ticul	MX	20.39833	-89.53541	America/Merida
3515679	Santiago Tíanguistenco	MX	19.18024	-99.46644	America/Mexico_City
3515690	Tezontepec de Aldama	MX	20.19073	-99.27429	America/Mexico_City
3515696	Teziutlan	MX	19.8173	-97.35992	America/Mexico_City
3515715	Texcoco de Mora	MX	19.51194	-98.88293	America/Mexico_City
3515794	Tequixquiac	MX	19.90944	-99.14472	America/Mexico_City
3515796	Tequisquiapan	MX	20.5225	-99.89167	America/Mexico_City
3515807	Cuautitlán Izcalli	MX	19.64388	-99.21598	America/Mexico_City
3515811	Tepoztlán	MX	18.98603	-99.09914	America/Mexico_City
3515827	Tepotzotlán	MX	19.71981	-99.2237	America/Mexico_City
3515887	Tepeji de Ocampo	MX	19.9063	-99.34297	America/Mexico_City
3515904	Tepeaca	MX	18.96923	-97.90074	America/Mexico_City
3515906	Tepatlaxco de Hidalgo	MX	19.06747	-97.96595	America/Mexico_City
3515942	Teoloyucan	MX	19.7458	-99.17855	America/Mexico_City
3515956	Tenosique de Pino Suárez	MX	17.4729	-91.4236	America/Mexico_City
3515993	Tenango de Arista	MX	19.10446	-99.5898	America/Mexico_City
3516035	Temixco	MX	18.85528	-99.23072	America/Mexico_City
3516053	Temapache	MX	21.06611	-97.64207	America/Mexico_City
3516060	Teloloapan	MX	18.3674	-99.86776	America/Mexico_City
3516076	Tecax	MX	20.2052	-89.28522	America/Merida
3516109	Tehuacán	MX	18.46148	-97.39282	America/Mexico_City
3516188	Tecamachalco	MX	18.88179	-97.73132	America/Mexico_City
3516210	Teapa	MX	17.5497	-92.95211	America/Mexico_City
3516225	Taxco de Alarcón	MX	18.55629	-99.60491	America/Mexico_City
3516266	Tapachula	MX	14.90696	-92.26185	America/Mexico_City
3516271	Tantoyuca	MX	21.35064	-98.2257	America/Mexico_City
3516355	Tampico	MX	22.27817	-97.86772	America/Monterrey
3516385	Tamazunchale	MX	21.25993	-98.78935	America/Mexico_City
3516843	Santo Domingo Tehuantepec	MX	16.32463	-95.24104	America/Mexico_City
3516912	Santiago Tuxtla	MX	18.46576	-95.3006	America/Mexico_City
3516926	Santiago Pinotepa Nacional	MX	16.33847	-98.05532	America/Mexico_City
3516982	Santiago Tulantepec	MX	20.0357	-98.35639	America/Mexico_City
3517231	Moyotzingo	MX	19.24968	-98.40473	America/Mexico_City
3517270	Santa María Chimalhuacán	MX	19.42155	-98.95038	America/Mexico_City
3517517	Santa Cruz Xoxocotlán	MX	17.02958	-96.73518	America/Mexico_City
3517524	Tecamac de Felipe Villanueva	MX	19.71288	-98.96895	America/Mexico_City
3517742	Chiautempan	MX	19.30633	-98.21773	America/Mexico_City
3517831	San Salvador El Seco	MX	19.13325	-97.64167	America/Mexico_City
3517832	San Salvador Atenco	MX	19.5517	-98.91867	America/Mexico_City
3518135	San Pablo de las Salinas	MX	19.6667	-99.09527	America/Mexico_City
3518138	San Pablo Autopan	MX	19.35638	-99.65724	America/Mexico_City
3518221	San Miguel Zinacantepec	MX	19.28428	-99.73394	America/Mexico_City
3518277	Coatlinchán	MX	19.44999	-98.87274	America/Mexico_City
3518387	San Mateo Atenco	MX	19.26757	-99.53214	America/Mexico_City
3518407	San Martin Texmelucan de Labastida	MX	19.28431	-98.43885	America/Mexico_City
3518475	Teolocholco	MX	19.24333	-98.19083	America/Mexico_City
3518618	Teotihuacán de Arista	MX	19.68782	-98.86208	America/Mexico_City
3518692	San Juan del Río	MX	20.3878	-99.99605	America/Mexico_City
3518723	Tuxtepec	MX	18.0883	-96.12535	America/Mexico_City
3519290	San Francisco Acuautla	MX	19.34317	-98.85557	America/Mexico_City
3519531	Sanctorum	MX	19.09917	-98.25417	America/Mexico_City
3519537	San Cristóbal de las Casas	MX	16.73176	-92.64126	America/Mexico_City
3519907	San Andres Tuxtla	MX	18.4487	-95.21327	America/Mexico_City
3520064	Salina Cruz	MX	16.18405	-95.20143	America/Mexico_City
3520235	Río Verde	MX	21.93032	-99.99169	America/Mexico_City
3520271	Río Bravo	MX	25.98729	-98.09414	America/Monterrey
3520274	Río Blanco	MX	18.83936	-97.12829	America/Mexico_City
3520339	Reynosa	MX	26.07681	-98.29748	America/Matamoros
3520994	Puerto Escondido	MX	15.87037	-97.07726	America/Mexico_City
3521051	Puente de Ixtla	MX	18.61472	-99.31806	America/Mexico_City
3521081	Puebla	MX	19.04334	-98.20193	America/Mexico_City
3521103	Progreso de Alvaro Obregon	MX	20.24929	-99.18988	America/Mexico_City
3521108	Progreso de Castro	MX	21.28546	-89.64744	America/Merida
3521168	Poza Rica de Hidalgo	MX	20.53315	-97.45946	America/Mexico_City
3521305	Polanco	MX	19.41667	-99.2	America/Mexico_City
3521342	Playa del Carmen	MX	20.6274	-87.07987	America/Cancun
3521476	Pijijiapan	MX	15.68618	-93.20938	America/Mexico_City
3521596	Peto	MX	20.12776	-88.92282	America/Merida
3521628	Perote	MX	19.5633	-97.24228	America/Mexico_City
3521912	Paraiso	MX	18.40116	-93.21406	America/Mexico_City
3521922	Papantla de Olarte	MX	20.44655	-97.32495	America/Mexico_City
3521941	Pánuco	MX	22.05373	-98.18498	America/Mexico_City
3522118	Palmarito Tochapán	MX	18.89891	-97.63892	America/Mexico_City
3522164	Palenque	MX	17.50953	-91.98248	America/Mexico_City
3522210	Pachuca de Soto	MX	20.11697	-98.73329	America/Mexico_City
3522232	Ozumba de Alzate	MX	19.03689	-98.79516	America/Mexico_City
3522251	Oxkutzkab	MX	20.30734	-89.41809	America/Merida
3522307	Orizaba	MX	18.85101	-97.10084	America/Mexico_City
